original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,Es stammt vom italienischen Künstler Leonardo da Vinci. Leonardo da Vinci war im 16. Jahrhundert Künstler.,Es ist ein bekanntes Bild aus Italien vom Künstler Leonardo da Vinci. Das Bild ist rund 500 Jahre alt.,2,n,3,uid_apa_test_46,r3_pid_apa41
Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause und holten das Geld ab.,"Die Bande bestahl ältere Menschen zu Hause. Sie verkleideten sich als Polizisten, klingelten bei älteren Menschen und sagten, dass ein Einbruch stattgefunden habe. Dann kamen sie zu den älteren Menschen nach Hause und holten das Geld ab.","Es klingelte an der Haustür von den älteren Menschen. Draußen standen zwei falsche Polizisten. Sie erzählten den älteren Menschen, dass sie Geld von ihnen brauchen. Dann holten die falschen Polizisten das Geld von den älteren Menschen ab.",2,n,0,uid_apa_test_722,r3_pid_apa156
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,Außerdem streicht die AUA fast die Hälfte ihrer Flüge von Italien nach Österreich.,Italien-Flüge mit der Fluglinie AUA werden jetzt viel weniger.,5,y,4,uid_apa_test_627,r3_pid_apa113
Am Montag hat das Elefanten-Mädchen Kibali im Wiener Tiergarten Schönbrunn seinen ersten Geburtstag gefeiert.,Kibali ist ein Elefanten-Mädchen. Am Montag hat Kibali einen Geburtstag gefeiert. Kibali ist im Wiener Tiergarten Schönbrunn zuhause.,Im Tiergarten Schönbrunn in Wien hat ein Elefanten-Mädchen seinen ersten Geburtstag gefeiert. Das Elefanten-Mädchen heißt Kibali. Sie feierte ihren ersten Geburtstag am Montag.,6,y,5,uid_apa_test_761,r3_pid_apa165
Die 2 Frauen bekommen den Nobelpreis für die Entwicklung der sogenannten Gen-Schere CRISPR/Cas9.,Sie haben das genetische Werkzeug CRISPR/Cas9 entwickelt. Es macht es leichter Genetik- Forschung zu machen. Genetik-Forscher wissen mit der Gen-Schere mehr über den Gen-Aufbau von Tieren und Menschen.,Die 2 Frauen bekommen den Nobelpreis für die Entdeckung der CRISPR-Schere. CRISPR-Cas9 heißt der Name der Schere. Die Schere schneidet genau in ein bestimmtes Stück Dna. Damit kann man genetische Störungen behandeln. Die Störungen sind schädlich. Sie verursachen Krankheiten.,6,n,11,uid_apa_test_5,r3_pid_apa234
"Ende September gab es noch 295.000 Kurzarbeiter, im Frühjahr waren es sogar 1,3 Millionen.","Ende September waren in Österreich noch rund 295.000 Menschen in Kurz-Arbeit. Im Frühjahr waren es fast 1,3 Millionen.","Im September gab es 295.000 Menschen, die in Kurz-Arbeit waren. Im Frühling waren es sogar 1,3 Millionen.",2,y,1,uid_apa_test_448,r3_pid_apa1
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.","Opposition nennt man im Parlament alle Parteien, die der Regierung nicht angehören. Alle Parlamentsparteien außer der Regierungspartei nennt man Opposition.","Die Opposition sind alle Parteien, die im Parlament vertreten sind. Allerdings sind sie nicht in der Regierung vertreten.",2,y,2,uid_apa_test_0,r3_pid_apa106
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,"Das Bild ""Mona Lisa"" von Leonardo da Vinci ist 500 Jahre alt.",Das Bild ist rund 500 Jahre alt. Es stammt vom italienischen Künstler Leonardo da Vinci.,5,y,3,uid_apa_test_46,r3_pid_apa42
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.","Der neue Impfstoff ist nicht so wirksam wie der Impfstoff von Pfizer/BioNTech. Doch er kann leichter gelagert werden. Das heißt, man muss den Impfstoff nicht so lange kühlen.",Der Impfstoff von Oxford und AstraZeneca wirkt nicht so gut wie der Impfstoff von Pfizer. Der Impfstoff von Oxford ist aber leichter zu lagern.,6,y,4,uid_apa_test_379,r3_pid_apa157
"""Lonely Planet"" erstellt jedes Jahr eine Rangliste der besten 10 Städte, Länder und Regionen auf der ganzen Welt.","""Lonely Planet"" macht jedes Jahr eine Liste der besten 10 Länder, Städte und Regionen auf der ganzen Welt.","Jedes Jahr schreibt ""Lonely Planet"" eine Liste mit den besten Reise-Zielen weltweit.",6,y,6,uid_apa_test_578,r3_pid_apa229
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.","Im Jahr 2019 starben 6 Kinder, die zu Fuß gingen, im Straßen-Verkehr. Im Jahr 2018 starb kein Kind.","Im Jahr 2019 waren unter den Toten in Österreich auch 6 Kinder, die als Fußgänger auf den Straßen unterwegs waren. Im Jahr 2018 war kein Kind als Fußgänger bei einem Unfall gestorben.",2,y,14,uid_apa_test_710,r3_pid_apa16
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.","Am 4. Juni 1989 erschoss die chinesische Armee Menschen, die für mehr Demokratie demonstrierten. Die Proteste fanden am Tiananmen-Platz statt.",Am 4. Juni 1989 demonstrierten Menschen in Peking für Demokratie. Die chinesische Armee schoss dann auf die Demonstranten. Es starben viele Menschen.,6,y,2,uid_apa_test_32,r3_pid_apa111
Am Mittwoch in der Früh waren nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,"Die meisten Menschen, die mit dem Corona-Virus krank sind, sind am Mittwoch wieder gesund geworden.",Am Mittwoch in der Früh waren nur noch ungefähr 3.000 Menschen in Österreich wegen dem Corona-Virus im Spital.,5,n,3,uid_apa_test_193,r3_pid_apa65
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,"Das russische Parlament beschloss eine Änderung von der Verfassung. Das heißt, die Verfassung wird etwas geändert.",In Russland ist die Verfassung geändert worden. Das hat das russische Parlament beschlossen.,6,y,3,uid_apa_test_416,r3_pid_apa80
Als erster Mensch in den USA bekam die Krankenschwester Sandra Lindsay die Impfung.,In den USA bekam die Krankenschwester Sandra Lindsay die erste Impfung gegen den Corona-Virus.,Als erster Mensch in den USA bekam die Krankenschwester Sandra Lindsay am Montag eine Impfung gegen das Coronavirus.,2,y,4,uid_apa_test_50,r3_pid_apa18
Der Präsident von China Xi Jinping besuchte mit einer Maske und einem weißen Kittel ein Krankenhaus in Peking.,Der Präsident von China Xi Jinping hat einen Krankenhaus in Peking besucht. Xi Jinping trug dabei eine Maske und einen weißen Kittel.,"Der Präsident von China Xi Jinping besuchte am Donnerstag ein Krankenhaus in Peking. Er wollte damit die Menschen ermutigen und zeigen, dass das Virus sehr ernst genommen wird. Xi trug dabei eine Maske und einen weißen Kittel.",2,n,15,uid_apa_test_649,r3_pid_apa216
Das Windrad in Lichtenegg steht Besuchern offen und kann von April bis September am Wochenende besichtigt werden.,Das Windrad steht in Lichtenegg in der Steiermark. Man kann es besichtigen.,Das Windrad kann ab April an den Wochenenden von April bis September besichtigt werden.,2,n,2,uid_apa_test_622,r3_pid_apa197
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,2019 waren fast 426 Millionen Kinder unter 18 Jahren im Krieg.,Im Jahr 2019 lebten mehr als 426 Millionen Kinder unter 18 Jahren in Kriegs-Gebieten. Das sind über 426 Millionen junge Menschen.,5,y,10,uid_apa_test_143,r3_pid_apa51
Am Dienstag hat es in Österreich einen weiteren Rückgang bei den am Corona-Virus erkrankten Menschen gegeben.,Am Dienstag ist in Österreich die Zahl der Corona-Kranken wieder zurückgegangen.,Am Dienstag hat es in Österreich einen Rückgang bei den Corona-Kranken gegeben. Es sind weniger Menschen am Corona-Virus erkrankt als am Montag. Das teilte die AGES am Dienstag mit.,2,n,18,uid_apa_test_462,r3_pid_apa62
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.",Die ÖVP hat es auf den 2. Platz geschafft.,"Die Partei ""Die ÖVP"" hat mit 20,4 Prozent die 2.",5,n,1,uid_apa_test_116,r3_pid_apa286
"Die ÖVP hat es mit 20,43 Prozent der Stimmen auf den 2. Platz geschafft.",Die ÖVP hat rund 20 Prozent der Stimmen bekommen. Sie ist somit die zweitstärkste Partei geworden.,"Die Volkspartei hat es mit 20,43 Prozent auf den 2. Platz geschafft.",2,y,4,uid_apa_test_116,r3_pid_apa226
"Ende September gab es noch 295.000 Kurzarbeiter, im Frühjahr waren es sogar 1,3 Millionen.","Im Frühjahr gab es mehr als 1,3 Millionen Menschen, die wegen Corona in Kurz-Arbeit waren.","Im Frühjahr gab es in Österreich rund 1,3 Millionen Menschen, die in Kurz-Arbeit waren. Die Österreicher in Kurz-Arbeit haben im letzten Jahr aber weniger verdient.",5,n,10,uid_apa_test_448,r3_pid_apa115
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,Derzeit sind in Österreich 4.456 Menschen am Corona-Virus erkrankt.,"In Österreich gibt es 4.449 Menschen, die am Corona-Virus erkrankt sind.",5,y,2,uid_apa_test_625,r3_pid_apa210
AUA streicht wegen Corona-Virus fast die Hälfte der Italien-Flüge.,AUA ist das größte und bekannteste Flug-Unternehmen in Österreich. Es fliegt Menschen zu vielen verschiedenen Zielen auf der ganzen Welt hin und zurück. Wegen dem Corona-Virus streicht AUA fast die Hälfte von seinen Italien-Flügen.,Wegen dem Corona-Virus fliegt die Fluglinie AUA fast die Hälfte ihrer Italien-Flüge nicht mehr.,2,y,20,uid_apa_test_627,r3_pid_apa107
"Da die ÖVP und die FPÖ nun nicht mehr zusammenarbeiten, hat sich die ÖVP nun anders entschieden.",Aber die ÖVP und die FPÖ wollen nicht mehr zusammenarbeiten. Deshalb hat sich die ÖVP jetzt anders entschieden.,"Die ÖVP kann nicht mehr mit der FPÖ zusammen arbeiten, daher hat sich die ÖVP anders entschieden.",2,y,1,uid_apa_test_305,r3_pid_apa138
"2019 waren 6 Kinder unter den Todesopfern, während im Jahr 2018 kein Kind beim Zu-Fuß-Gehen im Straßenverkehr starb.",2019 starben dabei 6 Kinder. Im Jahr zuvor starben keine Kinder beim Spazierengehen.,"2019 waren 6 Kinder bei dem Zu-Fuß-Gehen in den Straßen tödlich verunglückt. Das war anders als im Jahr 2018, als kein Kind beim Gehen in den Straßen starb.",6,y,15,uid_apa_test_710,r3_pid_apa289
Das russische Parlament hat eine Änderung der Verfassung beschlossen.,Das russische Parlament hat die Verfassung geändert.,Das russische Parlament hat eine Änderung an der Verfassung beschlossen.,5,y,3,uid_apa_test_416,r3_pid_apa37
Dabei wurde er von einem weiteren umstürzenden Baum getroffen und getötet.,Der Mann wurde dann von einem weiteren umstürzenden Baum getroffen. Dadurch kam der Mann ums Leben.,Bei einem Unwetter in Österreich ist ein 22 Jahre alter Mann von einem umgestürzten Baum getroffen und getötet worden. Der Unfall ereignete sich am Dienstag in der Stadt Feldbach in der Steiermark.,2,n,16,uid_apa_test_671,r3_pid_apa254
"""Mit der Impfung ist der Anfang für den Sieg gegen die Pandemie eingeleitet"", sagte Bundeskanzler Sebastian Kurz.","Der Anfang vom Ende der Pandemie ist erreicht, sagte Bundeskanzler Sebastian Kurz. Kurz spricht von dem Corona-Impfstoff.","""Mit der Impfung ist der Anfang für den Sieg gegen die Pandemie eingeleitet"", sagte Bundeskanzler Sebastian Kurz.",6,y,0,uid_apa_test_393,r3_pid_apa297
"""Mit der Impfung ist der Anfang für den Sieg gegen die Pandemie eingeleitet"", sagte Bundeskanzler Sebastian Kurz.",Die Impfungen gegen das Corona-Virus sind gut. Mit diesen Impfungen kann man das Corona-Virus bekämpfen.,"""Jetzt wird die Impfung gegen das Virus gestartet. Damit ist der Kampf gegen die Pandemie eröffnet"", sagte Sebastian Kurz.",5,n,4,uid_apa_test_393,r3_pid_apa213
Am Freitag haben für rund 450.000 Schüler in Wien und Niederösterreich die Semesterferien begonnen.,Für 450.000 Schüler in Wien und Niederösterreich hat am Freitag die Schule ausgemacht.,Am Freitag haben in Österreich für 450.000 Kinder und Jugendliche die Semesterferien begonnen.,5,n,0,uid_apa_test_496,r3_pid_apa13
Auf der ganzen Welt sind schon hunderttausende Menschen von Corona-Virus krank geworden.,Auf der ganzen Welt sind schon viele Millionen Menschen von dem Corona-Virus krank geworden. Der Corona-Virus hat schon auf der ganzen Welt eine grosse Auswirkung.,"Auf der ganzen Welt haben sich hunderttausende Menschen mit dem Corona-Virus angesteckt. Sie haben sich infiziert. Das heißt, sie haben den Corona-Virus in sich. Viele davon sind krank geworden.",6,y,4,uid_apa_test_752,r3_pid_apa232
Der 65. Eurovision Song Contest soll vom 12. bis 16. Mai in der Stadt Rotterdam in den Niederlanden stattfinden.,Der Eurovision Song Contest findet in diesem Jahr in der Stadt Rotterdam in den Niederlanden statt. Der Song Contest beginnt am 12. Mai und endet am 16. Mai.,Der Eurovision Song Contest findet in den Niederlanden statt. Der Song Contest soll vom 12. bis 16. Mai stattfinden. Die Stadt Rotterdam ist der Veranstaltungsort.,6,y,3,uid_apa_test_696,r3_pid_apa75
Ende Mai hatten 45.000 Arbeitslose wieder einen Job gefunden.,Im Mai bekamen wieder 45.000 Menschen einen neuen Job.,"Wegen der Corona-Krise sind 45.000 Menschen wieder arbeitslos geworden. Das heißt, sie haben wieder einen Job.",5,n,7,uid_apa_test_125,r3_pid_apa97
"Dabei soll geprüft werden, ob die WHO etwas falsch gemacht hat.","Dabei soll auch untersucht werden, ob die WHO etwas falsch gemacht hat.","Man kann überprüfen, ob die WHO beim Kampf gegen den Corona-Virus etwas falsch gemacht hat. Das nennt man Überprüfung.",5,y,7,uid_apa_test_408,r3_pid_apa151
Am Mittwoch hat es um 8.30 Uhr in der Gegend von Admont in der Steiermark ein Erdbeben gegeben.,Am Mittwoch hat es in der Steiermark um 8.30 Uhr zu einem Erdbeben gekommen. Die Erde hat sich dann auf der Flur von Admont bewegt. Admont liegt in der Steiermark.,Es gab in der Steiermark am Mittwoch um 8:30 Uhr ein Erdbeben. Die Gegend heißt Admont.,6,y,14,uid_apa_test_654,r3_pid_apa271
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",Viele Geschäfte in Deutschland müssen nach 19 Uhr zu. Einige Ausnahmen gibt es aber. Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen dürfen weiter offen bleiben. Sie dürfen auch nach 19 Uhr Geschäfte offen halten.,Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen. Sie dürfen weiterhin auch nach 19 Uhr offen sein.,6,y,16,uid_apa_test_217,r3_pid_apa176
"Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT nicht genug macht, um seine geheime Arbeit zu schützen.","Allerdings sagen einige Geheimdienste aus dem Ausland, dass das BVT zu wenig macht, um seine geheime Arbeit zu schützen.","Es gibt aber auch Menschen, die behaupten, dass das BVT nicht genug macht. Es gibt Geheimdienste aus dem Ausland, die das sagen. Sie behaupten, dass das BVT seine Arbeit nicht genug schützt.",6,y,13,uid_apa_test_599,r3_pid_apa259
"Generell empfiehlt die Regierung, Freunde und Bekannte derzeit nicht mehr zu treffen.",Man sollte Freunde und Bekannte nicht treffen. Das sagt die Regierung.,Die Regierung empfiehlt: Man sollte die Freunde und Bekannten derzeit nicht mehr treffen.,6,y,2,uid_apa_test_138,r3_pid_apa98
Dadurch ist Thiem bereits für das Halbfinale qualifiziert.,"Dadurch ist Thiem schon für das Halbfinale qualifiziert. Das heißt, er wird auch im Halbfinale spielen.",Dadurch hat Dominic Thiem jetzt schon das Halbfinale erreicht.,6,y,7,uid_apa_test_311,r3_pid_apa143
"Am Mittwoch hat der Iran bekanntgegeben, dass er teilweise aus dem Atom-Abkommen aussteigt.","Am Mittwoch erklärte der Iran, dass er aus dem Atom-Abkommen aussteigen will. Der Iran will nur noch einen Teil davon befolgen.","Am Mittwoch hat Iran mitgeteilt, dass er teilweise aus dem Atom-Abkommen aussteigt. Das Atom-Abkommen ist ein Vertrag mit vielen Ländern. Sie wollen, dass der Iran keine Atom-Waffen mehr macht.",6,n,8,uid_apa_test_425,r3_pid_apa211
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Im Tiergarten Schönbrunn hat das Geparden-Weibchen Afra 4 Geparden-Babys auf die Welt gebracht.,Am 22. Juni hat das Geparden-Weibchen Afra im Tiergarten Schönbrunn vier Geparden-Babys bekommen. Das gab der Tiergarten Schönbrunn in Wien am Montag bekannt.,2,n,10,uid_apa_test_250,r3_pid_apa101
Dadurch ist Thiem bereits für das Halbfinale qualifiziert.,Nun ist Thiem auch für das Halbfinale qualifiziert. Man nennt das auch ein Freilos.,Deshalb ist Thiem bereits für das Halbfinale qualifiziert.,5,n,6,uid_apa_test_311,r3_pid_apa153
Am Freitag haben für rund 450.000 Schüler in Wien und Niederösterreich die Semesterferien begonnen.,In Wien und Niederösterreich begann am Freitag das Semester-Ende. Damit haben für fast 450.000 Schüler in den beiden Bundesländern die Semester-Ferien begonnen.,"Am Freitag haben die Semesterferien für rund 450.000 Schüler in Wien und Niederösterreich begonnen. Das heißt, die Schüler haben rund 6 Wochen Ferien. Das Semester ist zu Ende und das nächste Semester fängt am 18. Februar 2020 an.",2,n,16,uid_apa_test_496,r3_pid_apa120
2019 lebten demnach 426 Millionen unter 18-Jährige in Konflikt-Gebieten.,"2019 lebten 426 Millionen Kinder und Jugendliche in Konflikt-Gebieten. Das sind Kinder, die in Kriegen leben.","2019 lebten rund 426 Millionen Kinder und Jugendliche in Gebieten, die im Konflikt sind. Das bedeutet sie sind in Gefahr, weil es in diesen Ländern Krieg und Gewalt gibt.",6,y,13,uid_apa_test_143,r3_pid_apa269
"Ende September gab es noch 295.000 Kurzarbeiter, im Frühjahr waren es sogar 1,3 Millionen.","Ende September waren noch rund 295.000 Kurz-Arbeiter. Im Frühjahr waren es sogar rund 1,3 Millionen. Das waren aber viel mehr als im September.","Es gab noch rund 295.000 Kurz-Arbeiter. Im Frühjahr waren es 1,3 Millionen Kurz-Arbeiter. Das sind mehr als 1 Million.",6,y,4,uid_apa_test_448,r3_pid_apa158
"Besonders stark regnete und hagelte es in Oberösterreich, dort waren 65 Feuerwehren mit fast 1.000 Leuten im Einsatz.",Vor allem in Oberösterreich gab es starken Regen und Hagel.,In Österreich war besonders die Region Oberösterreich vom Sturm betroffen.,5,y,0,uid_apa_test_612,r3_pid_apa277
"Die österreichischen Haushalte sparten laut vorläufigen Zahlen 31,9 Milliarden Euro.","Die Haushalte in Österreich sparten 31,9 Milliarden Euro. Das wissen wir nach den vorläufigen Zahlen.","Die österreichischen Haushalte haben 31,9 Milliarden Euro gespart. Das sagt die Statistik Austria.",6,y,2,uid_apa_test_367,r3_pid_apa133
Am 22. Juni hat das Geparden-Weibchen Afra im Wiener Tiergarten Schönbrunn 4 Geparden-Babys auf die Welt gebracht.,Afra hat 4 Baby-Geparden geboren. Das hat sie am 22. Juni getan. Sie lebt im Wiener Tiergarten Schönbrunn.,Am 22. Juni hat Afra im Tiergarten Schönbrunn 4 Baby-Geparden auf die Welt gebracht. Afra ist eine Geparden-Mutter im Tiergarten Schönbrunn. Der Tiergarten Schönbrunn ist eine der größten Tiergärten der Welt.,6,n,13,uid_apa_test_250,r3_pid_apa86
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,Am Donnerstag wurde ein Mann von einer Kuh in Kärnten schwer verletzt. Es passierte in der Gemeinde Bad Eisenkappel im Bezirk Völkermarkt.,Ein Mann in Kärnten ist am Donnerstag von einer Kuh verletzt worden.,2,n,10,uid_apa_test_438,r3_pid_apa126
Dabei wurde er von einem weiteren umstürzenden Baum getroffen und getötet.,Ein Baum stürzte auf ihn.,Er wurde vom Baum getroffen und getötet.,5,n,2,uid_apa_test_671,r3_pid_apa171
"Generell empfiehlt die Regierung, Freunde und Bekannte derzeit nicht mehr zu treffen.",Generell soll man Freunde und Bekannte derzeit nicht mehr treffen.,"Das heißt, man sollte keine Freunde mehr treffen und auch keine Feiern veranstalten.",2,y,3,uid_apa_test_138,r3_pid_apa132
"Generell empfiehlt die Regierung, Freunde und Bekannte derzeit nicht mehr zu treffen.","Es ist am besten, dass man nicht mehr zu Freunden und Bekannten geht.","Die Regierung sagt, es ist besser, wenn man im Moment nicht seine Freunde treffen soll.",5,y,2,uid_apa_test_138,r3_pid_apa124
Am Freitag beginnen die Massentests in Wien und in den Bundesländern Vorarlberg und Tirol.,Am Freitag starten in Wien die Massentests.,Am Freitag beginnen die Massentests in Wien.,5,y,0,uid_apa_test_123,r3_pid_apa266
Der Präsident von China Xi Jinping besuchte mit einer Maske und einem weißen Kittel ein Krankenhaus in Peking.,"Der Präsident von China besuchte ein Krankenhaus in Peking. Er trug eine Maske und einen weißen Kittel. Der Präsident wollte wissen, wie das Krankenhaus gegen den Virus kämpft. China ist das Land mit den meisten Corona-Viren.",Der Präsident von China besuchte ein Krankenhaus in Peking. Er trug eine Maske und einen weißen Kittel. Damit wollte er sich vor dem Corona-Virus schützen.,6,n,11,uid_apa_test_649,r3_pid_apa109
Derzeit sind 4.456 Menschen in Österreich am Corona-Virus erkrankt.,4.456 Menschen in Österreich sind krank. Sie haben sich mit dem Corona-Virus angesteckt.,"Das heißt, dass 4.456 Menschen in Österreich gerade krank am Corona-Virus sind.",2,y,1,uid_apa_test_625,r3_pid_apa63
Innenminister Nehammer zeigte sich sehr besorgt und kündigte Hilfe für die Opfer an.,"Innen-Minister Nehammer zeigte sich besorgt und versprach Hilfe für die Opfer. Der Mann ist ein Mann, der sich sehr um die Umwelt sorgt.",Innenminister Nehammer zeigte sich sehr besorgt. Er kündigte Hilfe für die Opfer an.,5,n,10,uid_apa_test_292,r3_pid_apa70
"3.639 Menschen befinden sich wegen dem Corona-Virus derzeit im Spital, 701 davon auf einer Intensiv-Station.",3.639 Menschen sind derzeit wegen dem Corona-Virus im Spital.,Es gibt 3.658 Menschen wegen dem Corona-Virus im Spital.,5,y,0,uid_apa_test_737,r3_pid_apa200
Am 7. September startet im Osten von Österreich das neue Schuljahr.,Im Osten von Österreich beginnt am 7. September das neue Schuljahr.,Am 7. September startet in Österreich das neue Schuljahr.,5,n,2,uid_apa_test_734,r3_pid_apa99
Dann kamen die falschen Polizisten zu den älteren Menschen nach Hause und holten das Geld ab.,Die Polizei fährt dann zu den älteren Menschen nach Hause. Sie nimmt den Menschen die Gold-Münzen ab.,Die falschen Polizisten sind dann zu den Menschen gegangen und haben das Geld abgeholt.,5,n,3,uid_apa_test_722,r3_pid_apa205
Es stammt vom italienischen Künstler Leonardo da Vinci und ist rund 500 Jahre alt.,Das Bild ist rund 500 Jahre alt. Es stammt vom berühmten Künstler Leonardo da Vinci.,Das Bild ist rund 500 Jahre alt und stammt von Leonardo da Vinci aus Italien. Er war ein berühmter Künstler in der Renaissance.,6,y,8,uid_apa_test_46,r3_pid_apa5
"Auch spazieren gehen darf man nur alleine oder mit den Menschen, mit denen man zusammen lebt.","Man darf spazieren gehen. Aber man darf das nur alleine oder mit den Menschen machen, mit denen man zusammen wohnt.","Man darf nur alleine oder mit den Menschen spazieren gehen, mit denen man im gleichen Haushalt lebt.",5,y,3,uid_apa_test_653,r3_pid_apa199
Am Donnerstag ist ein Mann in Kärnten von einer Kuh schwer verletzt worden.,Am Donnerstag wurde ein Mann von einer Kuh in Kärnten verletzt. Die Kuh hat den Mann ins Gesicht gebissen. Der Mann ist schwer verletzt worden.,Am Donnerstag wurde in Kärnten ein Mann von einer Kuh verletzt. Die Kuh trat dem Mann mit dem Huf. Er wurde dadurch schwer verletzt.,6,n,1,uid_apa_test_438,r3_pid_apa68
Am 7. September startet im Osten von Österreich das neue Schuljahr.,"Am 7. September startet im Osten von Österreich das neue Schul-Jahr. Das heißt, in den Schulen in Wien und in den Bundesländern Burgenland, Kärnten und Steiermark wird wieder gelernt.","Am 7. September beginnt in Österreich wieder der Schul-Tag. Das gilt aber nur im Osten von Österreich. In Wien, Wien-Umgebung und Niederösterreich beginnt das Schul-Jahr am 7. September. In allen anderen Bundesländern gilt das am 10. September.",6,n,8,uid_apa_test_734,r3_pid_apa223
"Der neue Impfstoff von Oxford und AstraZeneca ist nicht ganz so wirksam, er kann aber leichter gelagert werden.",Der Impfstoff von AstraZeneca und Oxford ist aber nicht so wirksam wie der von Biontech und Pfizer. Er kann aber leichter gelagert werden.,"Der Impfstoff kann leichter gelagert werden, als der Impfstoff von BioNTech. Allerdings wirkt dieser Impfstoff nicht so gut gegen die Corona-Virus-Variante, die sich gerade in Großbritannien verbreitet hat.",2,n,5,uid_apa_test_379,r3_pid_apa236
Dabei wurde er von einem weiteren umstürzenden Baum getroffen und getötet.,Dabei wurde er von einem anderen Baum getroffen und getötet.,Beim Unfall wurde er von einem anderen umstürzenden Baum getroffen. Er wurde getötet.,6,y,3,uid_apa_test_671,r3_pid_apa61
Am Mittwoch in der Früh waren nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,"Am Mittwoch gab es nur noch rund 3.000 Corona-Infizierte in Österreich. Das heißt, es gibt weniger Menschen mit dem Virus in Österreich als noch vor einem Tag.",In Österreich sind in der Früh am Mittwoch nur noch ungefähr 3.000 Menschen mit dem Corona-Virus erkrankt.,2,y,10,uid_apa_test_193,r3_pid_apa116
Im Tiroler Ort Kitzbühel hat am Sonntag ein 25-jährige Mann 5 Menschen getötet.,Ein Mann tötete im Tiroler Ort Kitzbühel 5 Menschen.,Am Sonntag im Tiroler Ort Kitzbühel hat ein 25 Jahre alter Mann in einem Wohnhaus 5 Menschen umgebracht.,5,n,9,uid_apa_test_33,r3_pid_apa93
"Als Opposition gelten alle Parteien, die im Parlament vertreten sind, aber nicht der Regierung angehören.","Man nennt sie Opposition. Opposition bedeutet, dass diese Parteien nicht in der Regierung sind. Sie vertreten eine andere Meinung als die Parteien in der Regierung.",Opposition sind alle Parteien im Parlament. Aber diese Parteien gehören nicht der Regierung an.,5,y,11,uid_apa_test_0,r3_pid_apa284
"Am 4. Juni 1989 tötete die chinesische Armee viele Menschen, die am Tiananmen-Platz in Peking für mehr Demokratie demonstriert haben.",Am 4. Juni starben beim Massaker auf dem Tiananmen-Platz in Peking in China viele Menschen.,Am Tiananmen-Platz in Peking wurde am 4. Juni 1989 für mehr Demokratie demonstriert.,5,n,2,uid_apa_test_32,r3_pid_apa186
"Tankstellen und kleine Geschäfte auf Bahnhöfen und Flughäfen sind Ausnahmen, sie dürfen weiterhin auch nach 19 Uhr offen haben.",Tankstellen dürfen länger offen haben. Das gilt auch für kleine Geschäfte auf Bahnhöfen oder Flughäfen.,"Zum Beispiel gibt es Tankstellen, kleine Geschäfte auf Bahnhöfen und auf Flughäfen, die auch nach 19 Uhr geöffnet sein dürfen.",2,y,5,uid_apa_test_217,r3_pid_apa12
Die 2 Frauen bekommen den Nobelpreis für die Entwicklung der sogenannten Gen-Schere CRISPR/Cas9.,Die 2 Frauen bekommen den Nobelpreis für die Erfindung der Gen-Schere CRISPR.,Die Frauen Jennifer Doudna und Emmanuelle Charpentier bekommen den Nobelpreis. Sie bekommen den Preis für die Entdeckung von der Gen-Schere CRISPR/Cas9.,5,n,9,uid_apa_test_5,r3_pid_apa201
Innenminister Nehammer zeigte sich sehr besorgt und kündigte Hilfe für die Opfer an.,Innenminister Nehammer zeigte sich sehr besorgt. Er kündigte Hilfe für die Opfer an. Der Innen-Minister kümmert sich um die Sicherheit von Menschen in Österreich.,Innenminister Nehammer zeigte sich besorgt. Er kündigte Hilfe für die Opfer an.,6,n,12,uid_apa_test_292,r3_pid_apa140
