original,simplification1,simplification2,question,options,answer,orig_id,simp_pair_id
Für Österreich trat die steirische Sängerin Paenda auf.,Für Österreich sang die Sängerin Paenda aus der Steiermark.,"Für Österreich sang Paenda, sie stammt aus dem Bundesland Steiermark.",2.2557322941,2.9853717611,Llama8B,uid_apa_1146,r2_pid_apa1276448
"Ein Mammut war ein großes Tier, das aussah wie ein Elefant mit dickem Fell.",Ein Mammut sah ähnlich aus wie ein heutiger Elefant. Es hatte aber zusätzlich ein dickes Fell.,Ein Mammut war ein großes Tier mit dickem Fell. Es sah dem Elefant sehr ähnlich.,3.2743082546,2.4094165216,Llama8B,uid_apa_410,r2_pid_apa1468094
"Ist der Test positiv, wird das den Behörden gemeldet.","Wird das Test-Ergebnis positiv, meldet man es den Behörden. Das heißt, man sagt ihnen, dass das Test-Ergebnis positiv war.","Wenn jemand positiv getestet ist, sagt man es dann der zuständigen Behörde. Dann wissen dann die Behörden davon.",2.8514568718,5.614483571,Llama8B,uid_apa_2932,r2_pid_apa1390819
Großbritanniens Premier-Ministerin May gibt als Partei-Chefin auf.,Der Premier-Minister von Großbritannien ist Theresa May. Sie will als Parteichefin aufhören.,"Großbritanniens Premier-Ministerin May gibt als Parteichefin auf. Das heißt, sie gibt ihre wichtigste Funktion in ihrer Partei auf.",2.4096194948,2.3559825632,Llama8B,uid_apa_1170,r2_pid_apa1278051
Über 60 Menschen mussten mit Verletzungen in Krankenhäuser.,Mehr als 60 Menschen wurden dabei verletzt. Sie müssen jetzt im Krankenhaus behandelt werden.,Über 60 Menschen wurden dabei verletzt und mussten ins Krankenhaus gebracht werden.,2.8837923323,2.4192350464,Disco Llama8B,uid_apa_1125,r2_pid_apa8760
Die unteren Schichten werden vom darüberliegenden Schnee zusammengedrückt.,Die Schichten drücken die unteren Schichten immer weiter nach unten.,Die Schichten unter dem Schnee werden zusammengedrückt.,4.1874198503,2.5586771954,LeoLM Mistral 7B,uid_apa_1137,r2_pid_apa624562
Zu anderen Tischen muss ein Abstand von 1 Meter sein.,Es muss aber ein Mindest-Abstand von 1 Meter zu anderen Tischen sein.,Zu anderen Tischen gilt ein Mindest-Abstand von 1 Meter.,3.5954649865,3.8143490646,Llama8B,uid_apa_1437,r2_pid_apa1294740
Die Inka sind ein Volk in Südamerika gewesen.,"Die Inka waren ein Volk, das in Südamerika gewohnt hat.","Inka ist der Name für ein Volk, dass in Südamerika schon früher gelebt hat.",3.2901996536,5.7773890321,LeoLM Mistral 7B,uid_apa_1176,r2_pid_apa627547
"Die Feuerwehr konnte verhindern, dass sich die Flammen weiter ausbreiten.",Die Feuerwehr konnte die Flammen stoppen.,Die Feuerwehr hat das Feuer schnell gelöscht. Es konnte nicht weiter brennen.,3.627849405,3.2101663457,Disco Llama8B,uid_apa_1134,r2_pid_apa9381
Außerdem wurden John Travolta und Hilary Duff als schlechteste Hauptdarsteller ausgewählt.,Auch John Travolta und Hilary Duff waren nicht gut. Deshalb erhielten sie den schlechtesten Schauspieler Award.,Außerdem wurden John Travolta und Hilary Duff mit einem schlechten Preis ausgezeichnet. Sie wurden als schlechteste Haupt-Darsteller ausgezeichnet.,3.2925532408,2.1444380066,Llama8B,uid_apa_1143,r2_pid_apa1276043
Manches Vanille-Eis besteht zur Hälfte aus Luft.,Vanille-Eis besteht oft auch zur Hälfte aus Luft. Manchmal hat Vanille-Eis also weniger Eis.,Manches Vanille-Eis hat nur eine halbe Schicht Eis. Der Rest ist die Luft.,5.2872227671,4.908363399,Llama8B,uid_apa_1171,r2_pid_apa1278112
An diesem Tag wird für verstorbene Menschen gebetet.,An diesem Tag wird für die Verstorbenen gebetet.,An diesem Tag werden verstorbene Menschen mit einem Gebet geehrt.,2.8601815643,3.7277086622,Llama8B,uid_apa_1178,r2_pid_apa1278573
Denn im Herbst und Winter nimmt die Arbeitslosigkeit immer zu.,"Im Herbst und Winter ist es oft so, dass viele Arbeitnehmer entlassen werden. Sie sind dann Arbeitslose.",Im Herbst und im Winter werden mehr Menschen arbeitslos als zu anderen Jahreszeiten.,4.7618790641,3.6480341619,Disco Llama8B,uid_apa_1452,r2_pid_apa31847
"Der Mann, der das getan hat, wurde schnell festgenommen.",Der Täter wurde schnell festgenommen.,"Der Mann, der das getan hat, wurde gefasst.",4.0369765134,2.459322427,Disco Llama8B,uid_apa_1249,r2_pid_apa18119
"Floyd erstickte, weil ein Polizist 5 Minuten lang auf seinem Genick kniete.",Floyd starb wegen dem Polizisten. Der Polizist kniete 5 Minuten lang auf seinem Genick. So stieß Floyd schließlich der Luft aus dem Hals. Deshalb ist er gestorben.,Der Polizist kniete 5 Minuten auf seinem Genick. Damit erstickte er.,3.8827855706,2.8320489408,Llama8B,uid_apa_1193,r2_pid_apa1279904
"Dabei sollten Zebrastreifen doch Fußgängern ermöglichen, sicher über die Straße zu gehen.","Zebrastreifen sollen doch Fußgängern helfen, sicher die Straße zu überqueren.",Für die Sicherheit der Menschen im Verkehr gibt es Zebrastreifen.,2.4095709929,6.234262073,LeoLM Mistral 7B,uid_apa_1236,r2_pid_apa632090
Sie kamen aber nicht durch das Feuer ums Leben.,Aber die Flammen töteten sie nicht.,Sie überlebten aber das Feuer.,9.7476486298,3.7342679557,Llama8B,uid_apa_1210,r2_pid_apa1281052
Die Regierung hat am Freitag weitere Maßnahmen gegen die Verbreitung des Corona-Virus bekannt gegeben.,"Die Regierung hat am Freitag entschieden, was gegen die Verbreitung vom Corona-Virus getan wird.",Die Regierung hat am Freitag neue Regeln gegen den Corona-Virus bekannt gegeben.,2.3587652135,2.1441074862,LeoLM Mistral 7B,uid_apa_1242,r2_pid_apa632465
Die Familie war zuvor in Italien auf Urlaub.,Die Familie war gerade in Italien auf Urlaub gewesen.,Vorher war die Familie in Italien. Sie waren da auf Urlaub.,4.1830858232,5.5549242182,Llama8B,uid_apa_127,r2_pid_apa1284067
Schon bald hat jeder eine E-Card mit Foto.,Schon bald sieht man auf jeder E-Card ein Foto von der Person.,Schon bald wird jede E-Card mit einem Foto versehen.,4.0942864362,3.384495026,Llama8B,uid_apa_1269,r2_pid_apa1283891
In Österreich sind wegen dem Corona-Virus seit Wochen alle Hotels und Lokale geschlossen.,Österreich hat ein Corona-Verbot für Hotels und Lokale. Das hat jetzt schon Wochen gedauert.,In Österreich sind wegen dem Corona-Virus alle Hotels und Lokale geschlossen. Das gilt seit Wochen.,4.5836285394,2.2088586603,Llama8B,uid_apa_121,r2_pid_apa1280908
"Grund für die Unruhen ist der Tod des Afro-Amerikaners George Floyd, der bei einem Polizeieinsatz starb.",Grund ist der Tod von George Floyd. Floyd ist ein Afro-Amerikaner. Er wurde bei einem Polizei-Einsatz getötet.,Die Unruhen begannen wegen dem Tod des Afro-Amerikaners George Floyd. Er starb bei einem Polizei-Einsatz.,2.1465124965,2.1058125797,Disco Llama8B,uid_apa_1263,r2_pid_apa19007
Fast alle Geschäfte waren fast einen Monat lang wegen dem Corona-Virus geschlossen.,Die meisten Geschäfte sind nämlich wegen dem Corona-Virus fast einen Monat lang geschlossen gewesen.,Fast alle Geschäfte waren wegen dem Corona-Virus für einen Monat lang zu.,2.7558928494,2.8852398181,Disco Llama8B,uid_apa_1221,r2_pid_apa16627
In China ist vor kurzem ein neuer Virus ausgebrochen.,"In China ist ein Virus ausgebrochen. Man weiß aber nicht, woher der Virus kommt.",Ein Virus hat sich gerade in China ausgebreitet.,3.876845142,4.8673747717,Llama8B,uid_apa_1209,r2_pid_apa1280845
Bei einem Lockdown wird in einem Land oder in einer Region das wirtschaftliche und öffentliche Leben eingeschränkt.,Während einem Lockdown wird in einem Land das Leben eingeschränkt.,Bei einem Lockdown werden viele Dinge im Leben eingeschränkt.,3.8626644393,3.3181400762,LeoLM Mistral 7B,uid_apa_123,r2_pid_apa631568
Nach der Tat setzte sich der Täter hin und wartete auf die Polizei.,Der Täter setzte sich danach hin und wartete auf die Polizei.,Nach der Tat wartete der Täter auf die Polizei. Er setzte sich hin und wartete.,2.2988047067,2.0027639497,Llama8B,uid_apa_1251,r2_pid_apa1282944
Die Zahl der Kurzarbeiter sinkt stark.,In den letzten Wochen ist die Zahl der Kurz-Arbeiter deutlich gesunken.,Es arbeiten immer weniger Menschen in Kurz-Arbeit.,3.4394129378,3.1147772506,Disco Llama8B,uid_apa_4237,r2_pid_apa221155
Um die Ausbreitung des Virus aufzuhalten gibt es nun weitere Maßnahmen.,"Um den Corona-Virus zu verhindern, gibt es jetzt noch mehr Maßnahmen. Dadurch soll die Ausbreitung von dem Virus aufgehalten werden.","Damit der Virus nicht weiter verbreitet wird, gibt es weitere Maßnahmen.",2.5166496349,3.2978221249,Llama8B,uid_apa_1229,r2_pid_apa1281985
Corona-Ampel steht in Wien auf Orange.,Corona-Ampel in Wien wird orange.,In Wien ist die Corona-Ampel jetzt Orange.,6.8574469804,4.0639490343,LeoLM Mistral 7B,uid_apa_398,r2_pid_apa824837
Österreich will keine zusätzlichen Migranten aufnehmen.,Österreich will keine weiteren Migranten aufnehmen.,"Österreich will keine Migranten aufnehmen, weil es in dem Land schon genug Migranten gibt.",1.9222657536,3.3977273382,Disco Llama8B,uid_apa_1073,r2_pid_apa5247
"Ein Film-Musical ist ein Film, der so aufgebaut ist wie ein Musical.","Ein Film-Musical ist ein Film, in dem Musik sehr wichtig ist. Der Film ist aufgebaut wie ein Musical.","Bei Film-Musicals sind viele Szenen im Film so gemacht wie im Musical. Das bedeutet, es gibt immer wieder Musik, Tanzeinlagen und Gesangseinlagen.",2.641340779,4.2904399887,Disco Llama8B,uid_apa_1257,r2_pid_apa18721
Sie sucht mit Hilfe der Öffentlichkeit nach den Drogen-Lieferanten.,Sie muss die Drogen-Lieferanten finden. Dafür will sie die Öffentlichkeit um Hilfe bitten.,Sie bittet nun die Öffentlichkeit um Hilfe. Sie will die Drogen-Lieferanten ermitteln.,2.6545872281,2.6007443927,Llama8B,uid_apa_1254,r2_pid_apa1283174
Am Montag hat wieder der Fasching begonnen.,Die Faschingszeit hat am Montag wieder begonnen.,Am Montag ist der Fasching wieder begonnen.,5.93973058,5.8651786196,LeoLM Mistral 7B,uid_apa_400,r2_pid_apa825768
"Es brach auch ein Feuer aus, das rasch gelöscht wurde.",Es gab auch einen Brand. Der wurde rasch gelöscht.,Es brannte auch. Der Brand wurde aber schnell gelöscht.,5.0155225527,5.3863144005,Llama8B,uid_apa_12,r2_pid_apa1280177
Red Bull Salzburg ist aus der Champions League ausgeschieden.,Von Red Bull Salzburg gibt es nichts mehr in der Champions League.,Der Verein Red Bull Salzburg spielt nicht mehr in der Champions League.,5.1348338295,3.2814183068,LeoLM Mistral 7B,uid_apa_1239,r2_pid_apa632213
Jeder Staat in der EU muss sich auch an die EU-Regeln halten.,"Jeder Staat, der Mitglied von der EU ist, muss sich auch an die Regeln von der EU halten.",In der EU gelten die gleichen Regeln für alle Länder.,2.377547101,3.1046792058,Disco Llama8B,uid_apa_1200,r2_pid_apa15171
"Weil es nach der normalen Spielzeit 0:0 stand, gab es ein Elfmeter-Schießen.",Nach dem regulären Spiel stand es 0:0. Deshalb gab es ein Elfmeter-Schießen.,"Weil nach der normalen Spiel-Zeit kein Sieger stand, gab es ein Elfmeter-Schießen.",2.0169247052,2.629281463,Disco Llama8B,uid_apa_1231,r2_pid_apa17229
"Die Partei NEOS verlangt nun, dass das BVT rasch etwas gegen diese Gefahren unternimmt.","Die Partei NEOS will jetzt, dass das BVT diese Gefahren schnell entfernt.","Die NEOS wollen jetzt, dass das BVT etwas dagegen unternimmt. Damit wollen sie die Gefahr verringern.",3.5002861512,3.0584808316,Llama8B,uid_apa_1220,r2_pid_apa1281476
So viele Menschen sind noch in keinem anderen Land an nur einem Tag am Corona-Virus gestorben.,In keinem anderen Land sind an einem Tag so viele Menschen wegen dem Corona-Virus gestorben.,Noch nie in einem anderen Land der Welt sind an nur einem Tag so viele Menschen an Corona gestorben.,2.1613573264,3.0772810764,Disco Llama8B,uid_apa_1218,r2_pid_apa16256
"Vom Sturm betroffen waren Tirol, Salzburg, Oberösterreich und Niederösterreich.","Vom Sturm waren 4 Bundesländer betroffen. Das waren Tirol, Salzburg, Oberösterreich und Niederösterreich.","Sturm in Österreich - 4 Bundesländer betroffen. Diese sind Tirol, Salzburg, Oberösterreich und Niederösterreich.",1.7794501784,2.2920920787,Llama8B,uid_apa_122,r2_pid_apa1281327
Sie wurde auf einen Platz zwischen 151 bis 200 eingestuft.,Sie wurde auf Platz 151 bis 200 gesetzt.,Sie bekam den Platz zwischen 151 bis 200.,2.9043780478,3.6060608145,LeoLM Mistral 7B,uid_apa_1253,r2_pid_apa632852
Sie ließ buntes Konfetti auf die Menschen regnen.,Auf die Menschen regnete sie buntes Konfetti.,Sie ließ bunte Streifen auf die Menschen fallen.,5.1929470003,5.0514947614,LeoLM Mistral 7B,uid_apa_1206,r2_pid_apa630018
Bei einer Verurteilung vor Gericht drohen ihm bis zu 18 Jahre Gefängnis.,"Wenn der Mann vor Gericht verurteilt wird, kann er bis zu 18 Jahre lang ins Gefängnis kommen.",Die Verurteilung hat dann sehr schwerwiegende Folgen. Der Mann muss dann sogar lange ins Gefängnis. Es gibt bis zu 18 Jahre Gefängnis.,2.4307327486,4.1744382012,Llama8B,uid_apa_1267,r2_pid_apa1283754
"Das bedeutet, dass sie später schlechte Chancen im Beruf haben.","Das heißt, sie werden später im Beruf weniger erfolgreich sein.","Das heißt, später kann es schwierig für sie werden, Arbeit zu finden.",4.0970841075,4.618688711,Llama8B,uid_apa_1255,r2_pid_apa1283284
"Das sagen zumindest viele sogenannte Expats, die in Wien arbeiten.","Das sagen viele, die aus dem Ausland nach Wien kommen, um dort zu arbeiten.",Das glauben zumindest viele Expats. Sie arbeiten in Wien.,2.7567663738,2.7367375907,Disco Llama8B,uid_apa_1260,r2_pid_apa18816
Ski-Fahrer stürzte in Salzburg in Gletscher-Spalte und starb.,Ein Skifahrer stürzte in einer Gletscher-Spalte in Salzburg und starb.,Ski-Fahrer starb in Salzburg. Er fuhr in Gletscher-Spalte und stürzte.,2.2145092132,3.0562147387,LeoLM Mistral 7B,uid_apa_1262,r2_pid_apa633458
Am Montag will die Regierung nun über weitere Corona-Maßnahmen und Erleichterungen entscheiden.,"Am Montag will die Regierung entscheiden, ob die Corona-Regeln gelockert werden. Oder ob sie noch härter werden.",Am Montag beschließt die Regierung noch mehr. Es werden neue Corona-Maßnahmen gemacht. Darüber entscheidet die Regierung.,2.632271633,3.5680893243,Llama8B,uid_apa_1224,r2_pid_apa1281696
Überall auf der Welt treten Menschen in verschiedenen Sportarten gegeneinander an.,"Weltweit machen Menschen Sport, um zu sehen, wer der beste in einem bestimmten Bereich ist.",Auf der ganzen Welt gibt es große Sport-Veranstaltungen. Dabei treten Menschen in verschiedenen Sportarten gegeneinander an.,5.036114696,2.2031436183,Disco Llama8B,uid_apa_1208,r2_pid_apa15607
Wegen der Corona-Pandemie ist zum ersten Mal seit vielen Jahren in der EU die Lebenserwartung wieder gesunken.,Wegen Corona ist zum ersten Mal seit Jahren in der EU die Lebenserwartung gesunken.,Zum ersten Mal seit vielen Jahren ist in der EU die Lebenserwartung gesunken. Das liegt an der Corona-Pandemie.,2.3954722185,2.1403437545,LeoLM Mistral 7B,uid_apa_1268,r2_pid_apa633872
"Die Corona-Krise hat der Wirtschaft in ganz Europa sehr geschadet, auch in Deutschland.",Der Corona-Virus hat die Wirtschaft sehr stark geschädigt. Das gilt auch für die Wirtschaft in Deutschland.,Die Wirtschaft in ganz Europa wurde durch die Corona-Krise stark geschädigt. Auch Deutschland ist von dem Problem betroffen.,2.824217298,2.9763241887,Llama8B,uid_apa_1214,r2_pid_apa1281066
"Die Polizei versucht derzeit herauszufinden, wer die Toten sind.","Wer die Toten sind, muss nun die Polizei herausfinden.","Die Polizei weiß noch nicht, wer die Leichen sind.",3.542979809,2.9034077057,Disco Llama8B,uid_apa_1198,r2_pid_apa14805
"Oft hat es ein einzelner Arbeit-Nehmer schwer, seine Wünsche durchzusetzen.","Schwierig ist das oft für einzelne Arbeit-Nehmer. Sie haben es schwer, gegen ihren Arbeit-Geber die eigenen Wünsche durchzusetzen.","Oft bekommt ein einzelner Arbeit-Nehmer nicht, was er sich wünscht.",2.6779937779,2.9486160013,Disco Llama8B,uid_apa_1202,r2_pid_apa15287
Laut Polizei hatte die 42-Jährige ihr Auto auf dem Kundenparkplatz abstellen wollen.,Die Frau hatte ihr Auto auf dem Kundenparkplatz abstellen wollen.,Laut Polizei wollte die Frau ihr Auto auf einem Kunden-Parkplatz abstellen.,3.4382003944,2.3466425177,LeoLM Mistral 7B,uid_lhapa_3038,r1_pid_lhapa107777
Wegen der Corona-Krise sind aber gerade alle Kinos geschlossen.,Wegen dem Corona-Virus sind alle Kinos geschlossen.,Gerade wegen Corona sind alle Kinos geschlossen.,3.1385529302,4.9323075813,LeoLM Mistral 7B,uid_apa_2158,r1_pid_apa76348
"Ich mag es gerne, weil es anspruchsvoll ist, sagte die Tirolerin über die Strecke.","Ich mag es, weil es anspruchsvoll ist. Das heißt, es ist schwierig. Das fand die Tirolerin gut.","Ich mag die Strecke, weil sie anspruchsvoll ist. Das bedeutet, dass man sich richtig anstrengen muss.",2.2065653447,2.3308747543,Llama8B,uid_lhapa_2024,r1_pid_lhapa181219
"Zur Wien-Wahl dürfen nur Politiker antreten, die ihren Hauptwohnsitz in Wien haben.","Um zur Wien-Wahl antreten zu können, muss man in Wien leben.","Politiker, die zur Wien-Wahl antreten, müssen ihren Haupt-Wohnsitz in Wien haben.",3.7225378923,2.3823293954,Disco Llama8B,uid_apa_2262,r1_pid_apa3621
"0,04 Sekunden lag Mayer am Ende vor Kriechmayr, der Schweizer Urs Kryenbühl war 0,06 zurück.","Mayer gewann das Rennen mit 0,04 Sekunden Vorsprung. Der zweite Platz ging an den Österreicher Kriechmayr. Der dritte Platz ging an den Schweizer Kryenbühl.","Mayer war 0,04 Sekunden schneller als Kriechmayr. Urs Kryenbühl aus der Schweiz war 0,06 Sekunden langsamer.",1.8518184915,1.7438416937,Disco Llama8B,uid_lhapa_1584,r1_pid_lhapa16644
Noch heute soll die Opposition zu Gesprächen eingeladen werden.,Heute soll es noch Gespräche mit der Opposition geben.,Heute soll die Opposition zu Gesprächen eingeladen werden.,4.164287065,2.8169173043,Disco Llama8B,uid_lhapa_2441,r1_pid_lhapa21768
Wegen der steigenden Neuinfektionen hat man nun Angst vor einer neuen Infektions-Welle.,"Die Menschen machen sich Sorgen, dass es wieder zu mehr Neu-Infektionen kommt.","Außerdem fürchten die Menschen, dass es eine neue Infektions-Welle geben kann.",4.1459669929,4.2104189671,LeoLM Mistral 7B,uid_apa_2279,r1_pid_apa76900
Unmittelbar während der Attacke soll die Tierhalterin nicht eingegriffen haben.,Die Tierhalterin hat nichts dagegen unternommen. Sie hat nicht eingegriffen.,Die Tierhalterin soll nichts dagegen gemacht haben. Sie hat nicht eingegriffen.,2.3527413382,2.6779653808,Llama8B,uid_lhapa_2898,r1_pid_lhapa187311
Der ÖVP-Bauernbund hatte sich stets vehement gegen den Mercosur-Pakt ausgesprochen.,Der Bauernbund von der Partei ÖVP hat sich stets gegen den Mercosur-Vertrag ausgesprochen. Der Bauernbund ist eine Gruppe von Bauern. Sie gehört zur Partei ÖVP.,"Der Bauernbund von der ÖVP war immer dagegen. Er sagte, der Mercosur-Pakt ist schlecht für die Landwirte.",1.9593175017,2.4009051388,Llama8B,uid_lhapa_3268,r1_pid_lhapa190195
Die Weißrüssel-Nasenbären im Wiener Tiergarten Schönbrunn haben eine Überraschung bekommen.,Die Weißrüssel-Nasenbären im Tiergarten Schönbrunn in Wien haben jetzt etwas Neues bekommen.,Im Tiergarten Schönbrunn haben die Weißrüssel-Nasenbären ein Geschenk bekommen.,1.8398745243,1.7570666722,LeoLM Mistral 7B,uid_apa_2948,r1_pid_apa80263
Kein guter Start für Österreich bei der Weltmeisterschaft im Eishockey.,Österreich hat bei der Eishockey-Weltmeisterschaft einen schlechten Start hingelegt.,Österreich hat bei der Weltmeisterschaft im Eishockey einen schlechten Start hingelegt.,1.9314040519,1.8526681233,Disco Llama8B,uid_apa_2947,r1_pid_apa5238
"Über Tod und Trauer zu schweigen, sei der falsche Weg.","Man sollte aber nicht schweigen, wenn jemand gestorben ist. Das ist der falsche Weg.",Man sollte aber nicht schweigen. Man sollte über Tod und Trauer reden.,2.7402184783,3.0485328291,Llama8B,uid_lhapa_3216,r1_pid_lhapa189836
Schließlich wurden - wieder gegen die Stimmen der NEOS - auch die Länder beruhigt.,Die Länder sollen jetzt auch beruhigt werden. Das beschloss die Regierung gegen die Stimmen der Partei NEOS.,Schließlich wurde der Antrag gegen die Stimmen der NEOS angenommen. Die Länder wurden beruhigt.,3.1227423976,2.6412167353,Disco Llama8B,uid_lhapa_2072,r1_pid_lhapa19469
"Die österreichischen Hirten arbeiten derzeit fast alle in der Schweiz, weil es sich dort besser rentiert, erläuterte Pichler.","Die österreichischen Hirten arbeiten in der Schweiz. Das ist für sie lukrativer, sagte Pichler.",Die österreichischen Schaf-Hirten arbeiten derzeit in der Schweiz. Dort gibt es nämlich mehr Geld für die Arbeit mit Schafen. Das sagte Pichler.,2.5611342536,2.3033912307,Disco Llama8B,uid_lhapa_8903,r1_pid_lhapa63034
"Das sei nur ein Einmaleffekt, der langfristig wenig bringe.","Das ist nur ein Einmaleffekt, der nicht viel bringt.","Das bringt nur kurzfristig etwas, aber nicht langfristig.",3.4217921168,2.9681964343,Disco Llama8B,uid_lhapa_1688,r1_pid_lhapa17225
In den letzten Jahren wurden in den Gärten immer weniger Vögel beobachtet.,In den letzten Jahren wurden immer weniger Vögel gesehen. Sie waren im Garten nicht mehr so oft zu sehen wie früher.,In den letzten Jahren wurden immer weniger Vögel beobachtet.,3.2902419993,2.8345992783,Llama8B,uid_apa_815,r1_pid_apa171439
Trotz Corona-Krise sind Österreichs Apotheken voll einsatzfähig.,Die Apotheken in Österreich arbeiten trotz Corona-Krise ganz normal weiter.,"Obwohl es die Corona-Krise gibt, sind die Apotheken in Österreich weiterhin in Betrieb.",3.4183585586,3.7386761512,LeoLM Mistral 7B,uid_apa_424,r1_pid_apa87427
"Die Mitführung einer Einbaubestätigung durch die Werkstatt ist nicht verpflichtend, wird aber empfohlen.","Es ist nicht verpflichtend, eine Einbaubestätigung mitzuführen. Sie wird aber empfohlen.",Die Einbaubestätigung ist nicht verpflichtend. Sie wird aber empfohlen.,2.0985528724,1.9926305404,Llama8B,uid_lhapa_3989,r1_pid_lhapa195989
"Er erwarte eine weitere Erholung, wenn es nicht zu einem neuerlichen Lockdown komme.","Er glaubt, dass es eine weitere Erholung gibt, wenn es keinen neuen Lockdown gibt.","Er hofft, dass es nicht zu einem neuen Lockdown kommt. Dann wird es ihm zufolge auch wieder aufwärts gehen.",2.4641828679,2.5799738698,Disco Llama8B,uid_lhapa_2839,r1_pid_lhapa24476
Montagfrüh waren in der Steiermark allerdings immer noch 576 Menschen von Schneemassen in ihren Ortschaften eingeschlossen.,In der Steiermark sind noch immer Menschen von Schnee in ihren Ortschaften eingeschlossen.,Am Montag waren noch 576 Menschen in der Steiermark von Schnee eingeschlossen.,3.4985195083,2.7129624959,Disco Llama8B,uid_lhapa_4576,r1_pid_lhapa36325
"Van der Bellen sagte auch, dass die Österreicher sehr gut Hände waschen sollen.","Van der Bellen sagte auch, dass man Hände gut waschen soll.","Er sagte auch, dass die Menschen in Österreich die Hände waschen sollen.",3.8433854855,3.294178697,LeoLM Mistral 7B,uid_apa_4744,r1_pid_apa90155
"Auch wenn die Kurzarbeit Arbeitslosigkeit verhindert hat, war der Einkommensverlust für viele sehr groß.","Auch wenn sie in Kurz-Arbeit waren, hatten viele Menschen viel weniger Geld als zuvor.","Auch wenn man kurz gearbeitet hat, hat man weniger verdient.",3.0200538812,3.933372668,LeoLM Mistral 7B,uid_apa_4031,r1_pid_apa86280
"Insgesamt gibt es in China bereits 353 eingereiste Personen, die an dem Corona-Virus erkrankt sind.","In China gibt es schon 353 Menschen, die am Virus erkrankt sind.",Bisher sind in China bereits 353 Menschen am Virus erkrankt.,2.9467014196,4.2977616456,LeoLM Mistral 7B,uid_apa_2207,r1_pid_apa76555
"Das Angebot soll Kindern nämlich dabei helfen, das Thema Tod besser verarbeiten zu können.","Das soll den Kindern helfen, mit dem Tod besser umzugehen.","Mit diesem Angebot sollen Kinder das Thema Tod besser verstehen. Sie sollen auch lernen, wie sie mit dem Tod umgehen können.",2.9291849995,2.6526611823,Llama8B,uid_lhapa_10022,r1_pid_lhapa172364
Im Wiener Tiergarten Schönbrunn haben die Kaiser-Schnurrbart-Tamarine Nachwuchs bekommen.,In Wien haben die Tiere im Tiergarten Schönbrunn Nachwuchs bekommen.,In Schönbrunn haben die Tiere Nachwuchs bekommen.,2.6286766655,3.562060239,LeoLM Mistral 7B,uid_apa_4482,r1_pid_apa88665
Süden von USA schwer von Wintersturm getroffen.,Im Süden von den USA hat es einen sehr starken Wintersturm gegeben.,In den USA hat es einen schweren Wintersturm gegeben. Er hat den Süden von den USA getroffen.,2.733429588,2.2109011776,Disco Llama8B,uid_apa_2094,r1_pid_apa3177
"Nach Österreich reise man nur deshalb ein, weil man eine Jacke in einem Hotel in Feldkirch vergessen habe.","Man reist nur nach Österreich, weil man eine Jacke in einem Hotel vergessen hat. Man will diese Jacke wiederhaben.","Nach Österreich reisen sie, weil sie etwas vergessen haben. Sie haben nämlich eine Jacke in einem Hotel in Feldkirch vergessen.",2.6801999934,2.1072933107,Llama8B,uid_lhapa_10092,r1_pid_lhapa172894
Wegen der Coronakrise sind die Arbeitslosen- und Kurzarbeitszahlen weiterhin auf extrem hohem Niveau.,Wegen der Coronakrise sind die Arbeitslosen-Zahlen sehr hoch. Die Zahl der Kurz-Arbeiter ist auch sehr hoch. Das ist ein Problem für die Wirtschaft.,Wegen der Coronakrise sind viele Menschen arbeitslos oder haben weniger Arbeit. Das ist auf einem sehr hohen Niveau.,2.5073950134,2.9268062791,Llama8B,uid_lhapa_7196,r1_pid_lhapa219077
"Erst am Dienstag war bekannt geworden, dass die Strafvollzugsbehörde den Oppositionellen wegen angeblich nicht erfüllter Bewährungsauflage ins Gefängnis bringen möchte.","Erst am Dienstag war bekannt geworden, dass der Oppositionelle ins Gefängnis muss. Der Grund dafür ist, dass er seine Bewährungsauflage nicht erfüllt hat.","Erst am Dienstag wurde bekannt, dass die Behörde den Oppositionellen ins Gefängnis bringen will.",1.9818608369,2.2543237291,Disco Llama8B,uid_lhapa_4206,r1_pid_lhapa33871
Bei beiden Krankheiten hat man am Anfang nämlich ähnliche Symptome.,"Beide Krankheiten haben ähnliche Symptome. Das heißt, dass man am Anfang nicht weiß, ob man eine oder die andere Krankheit hat.",Beide Krankheiten haben ähnliche Symptome.,2.1588835937,2.9255197933,Llama8B,uid_apa_1109,r1_pid_apa152341
Ausgewachsen bringen die Erdmännchen etwas mehr als ein Kilogramm auf die Waage.,"Wenn die Erdmännchen ausgewachsen sind, wiegen sie etwa 1 Kilogramm.",Ausgewachsen wiegen Erdmännchen etwa 1 Kilogramm.,2.1807201516,2.6016913683,Disco Llama8B,uid_lhapa_117,r1_pid_lhapa13922
"Große politische Entscheidungen standen nicht auf der Agenda, betonte Patek.",Es gab aber keine großen politischen Entscheidungen.,Große politische Entscheidungen standen nicht auf der Agenda.,4.2084155954,2.4776724849,LeoLM Mistral 7B,uid_lhapa_4589,r1_pid_lhapa118073
"Keine geheimen Absprachen, keine Behinderung (der Justiz), vollständige und totale Entlastung.",Keine Behinderung. Die Justiz soll auch nicht beeinträchtigt werden.,Keine geheime Absprachen. Keine Behinderung der Justiz.,3.5666102936,2.5027449742,LeoLM Mistral 7B,uid_lhapa_1610,r1_pid_lhapa98516
